interval,period,site,diver,date1,time1,time1_decimal,transect,side,dist,tag1,stipeL1,bladeL1,Bwidth,Psori1,distP1,obladeL1,Bcount1,Sbulb_max1,comments,date2,tag2,time2,time2_decimal,Bcount2,Sbulb_max2,distP2,obladeL2,presence2,comments,date3,presence3,tag3,time3,time3_decimal,stipeL3,Bcount3,Sbulb_max3,comments,Bgrowth_rate,Sgrowth_rate,Bcount_growth,Berosion_rate
na,2021-Jun,Owen,KH,2021-06-07,16:00,16,1,R,0,na,513,100,na,0,na,na,na,28,date actually 2021/06/22,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
na,2021-Jun,Owen,KH,2021-06-07,16:00,16,3,R,11,na,539,200,na,L,na,na,na,31,date actually 2021/06/23,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
na,2021-Jun,Owen,KH,2021-06-07,16:00,16,3,R,9.5,na,626,180,na,L,na,na,na,41,date actually 2021/06/24,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
na,2021-Jun,Owen,KH,2021-06-07,16:00,16,3,R,6,na,285,100,na,0,na,na,na,17,date actually 2021/06/25,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,2,L,19.9,87.2,523,155,na,0,59.5,164,na,31,,2021-06-10,87.2,17:00,17,29,na,65.5,162,y,,2021-06-24,y,87.2,12:51:00,12.9,531,30,na,,1.973,0.474,0.072,-2.630
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,2,L,19,86.2,560,116,na,0,41,124,na,20,,2021-06-10,86.2,17:00,17,15,na,48.5,128,y,,2021-06-24,y,86.2,12:51:00,12.9,591,14,na,,2.466,1.837,-0.072,-1.151
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,2,L,15.2,85.2,600,175,na,L,51,160,na,33,,2021-06-10,85.2,17:00,17,19,na,54.5,164,y,,2021-06-24,y,85.2,12:51:00,12.9,609,9,na,,1.151,0.533,-0.723,0.164
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,2,L,11.9,84.2,590,300,na,L,100,296,na,na,,2021-06-10,84.2,17:00,17,na,na,na,na,n,,2021-06-24,n,84.2,12:51:00,12.9,595,37,na,,na,0.296,na,na
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,1,R,0,92.2,277,75,na,0,na,na,na,27,,2021-06-10,92.2,17:00,17,17,na,na,na,y,,2021-06-24,y,92.2,12:51:00,12.9,na,na,na,gone,na,na,na,na
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,1,L,2,90.2,269,44,na,0,na,na,na,20,,2021-06-10,90.2,17:00,17,19,na,na,na,y,,2021-06-24,y,90.2,12:51:00,12.9,na,na,na,gone,na,na,na,na
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,1,L,6.8,89.2,528,145,na,0,na,na,na,28,,2021-06-10,89.2,17:00,17,10,na,na,na,y,,2021-06-24,y,89.2,12:51:00,12.9,535,2,na,,na,0.415,-0.578,na
na,2021-Jun,Owen,OP,2021-06-07,16:00,16,3,L,9.2,88.2,440,177,na,H,na,na,na,30,,2021-06-10,88.2,17:00,17,33,na,na,na,y,,2021-06-24,y,88.2,12:51:00,12.9,450,24,na,,na,0.593,-0.651,na
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,2,R,19.1,96.2,409,175,na,na,42,129,na,23,,2021-06-10,96.2,17:00,17,18,na,46,136,y,,2021-06-24,y,96.2,16:00:00,16,442,13,na,,1.315,1.941,-0.358,0.986
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,2,R,18.9,95.2,457,125,na,na,49,100,na,22,,2021-06-10,95.2,17:00,17,17,na,55,118,y,,2021-06-24,y,95.2,16:00:00,16,500,11,na,,1.973,2.529,-0.430,3.945
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,2,R,16.5,94.2,402,270,na,na,64,214,na,32,,2021-06-10,94.2,17:00,17,16,na,73,207,y,,2021-06-24,y,94.2,16:00:00,16,457,17,na,,2.959,3.235,0.072,-5.260
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,2,R,14.3,93.2,655,330,na,na,114,304,na,46,,2021-06-10,93.2,17:00,17,19,na,na,na,y,,2021-06-24,y,93.2,16:00:00,16,692,17,na,,na,2.176,-0.143,na
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,1,R,1.9,83.2,681,90,6.5,H,na,na,na,31,,2021-06-10,83.2,17:00,17,15,na,na,na,y,,2021-06-24,y,83.2,16:00:00,16,705,11,na,,na,1.412,-0.287,na
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,1,R,4.5,82.2,730,110,4.6,H,na,na,na,31,,2021-06-10,82.2,17:00,17,6,na,na,na,y,,2021-06-24,y,82.2,16:00:00,16,731,0,na,,na,0.059,-0.430,na
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,1,R,16,81.2,822,200,6.1,L,na,na,na,42,,2021-06-10,81.2,17:00,17,35,na,na,na,y,,2021-06-24,y,81.2,16:00:00,16,820,35,na,,na,-0.118,0.000,na
na,2021-Jun,Owen,MA,2021-06-07,16:00,16,3,R,12,80.2,546,220,4.6,na,na,na,na,37,,2021-06-10,80.2,17:00,17,26,na,na,na,y,,2021-06-24,y,80.2,16:00:00,16,581,18,na,,na,2.059,-0.573,na
na,2021-Jul,Second,ZM,2021-07-02,10:16,10.3,na,na,na,48.2,165,102,6,0,39,91,na,22,,2021-07-07,48.2,9:45,9.75,39,na,75,120,y,,2021-07-19,y,48.2,9:08:00,9.13,256,42,na,,7.233,5.368,0.251,-1.406
na,2021-Jul,Second,ZM,2021-07-02,10:16,10.3,na,na,na,2549.2,114,49,3,0,18,52,na,11,,2021-07-07,2549.2,9:45,9.75,12,na,35,68,y,,2021-07-19,y,2549.2,9:08:00,9.13,193,21,na,,3.416,4.660,0.752,-0.201
na,2021-Jul,Second,ZM,2021-07-02,10:16,10.3,na,na,na,2509.2,439,285,9.5,L,70,213,na,49,,2021-07-07,2509.2,9:45,9.75,77,na,116,253,y,,2021-07-19,y,2509.2,9:08:00,9.13,462,81,na,,9.242,1.357,0.334,-1.206
na,2021-Jul,Second,ZM,2021-07-02,10:16,10.3,na,na,na,1825.2,219,177,5.5,0,30,105,na,27,,2021-07-07,1825.2,9:45,9.75,43,na,62,127,y,,2021-07-19,y,1825.2,9:08:00,9.13,309,45,na,,6.429,5.309,0.167,-2.009
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,1969.2,243,228,9,L,40,137,na,43,,2021-07-07,1969.2,9:45,9.75,74,na,76,245,y,,2021-07-19,y,1969.2,9:08:00,9.13,300,70,na,,7.233,3.363,-0.334,14.466
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,1952.2,240,130,8,0,50,148,na,25,,2021-07-07,1952.2,9:45,9.75,38,na,80,165,y,,2021-07-19,y,1952.2,9:08:00,9.13,315,44,na,,6.028,4.424,0.501,-2.612
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,2542,276,178,8,L,50,149,na,29,,2021-07-07,2542,9:45,9.75,60,na,77,167,y,,2021-07-19,y,2542,9:08:00,9.13,328,64,na,,5.425,3.068,0.334,-1.808
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,2064.2,195,82,7,0,25,80,na,30,,2021-07-07,2064.2,9:45,9.75,37,na,46,94,y,,2021-07-19,y,2064.2,9:08:00,9.13,312,50,na,,4.219,6.902,1.086,-1.406
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,2022.2,344,241,8,L,60,170,na,43,,2021-07-07,2022.2,9:45,9.75,81,na,96,194,y,,2021-07-19,y,2022.2,9:08:00,9.13,429,86,na,,7.233,5.014,0.418,-2.411
na,2021-Jul,Second,KH,2021-07-02,10:16,10.3,na,na,na,2073.2,322,260,9,L,75,239,na,48,,2021-07-07,2073.2,9:45,9.75,64,na,121,170,y,,2021-07-19,y,2073.2,9:08:00,9.13,389,66,na,,9.242,3.953,0.167,-23.106
na,2021-Jul,Second,OP,2021-07-02,10:16,10.3,na,na,na,1911.2,344,175,8,H,65,192,na,49,,2021-07-07,1911.2,9:45,9.75,79,na,90,217,y,,2021-07-19,y,1911.2,9:08:00,9.13,368,83,na,,5.023,1.416,0.334,0.000
na,2021-Jul,Second,OP,2021-07-02,10:16,10.3,na,na,na,1799.2,395,200,8,H,87.5,226,na,46,,2021-07-07,1799.2,9:45,9.75,53,na,131,272,y,,2021-07-19,y,1799.2,9:08:00,9.13,455,51,na,,8.740,3.540,-0.167,0.502
na,2021-Jul,Second,OP,2021-07-02,10:16,10.3,na,na,na,2576.2,233,125,5.5,L,23.5,62,na,36,,2021-07-07,2576.2,9:45,9.75,61,na,47,86,y,,2021-07-19,y,2576.2,9:08:00,9.13,298,58,na,,4.722,3.835,-0.251,0.100
na,2021-Jul,Second,OP,2021-07-02,10:16,10.3,na,na,na,2578.2,200,60,4,0,30,100,na,25,,2021-07-07,2578.2,9:45,9.75,30,na,47,104,y,,2021-07-19,y,2578.2,9:08:00,9.13,284,40,na,,3.416,4.955,0.835,-2.612
na,2021-Jul,Second,OP,2021-07-02,10:16,10.3,na,na,na,2541.2,350,200,8,L,40,180,na,46,,2021-07-07,2541.2,9:45,9.75,47,na,68,173,y,,2021-07-19,y,2541.2,9:08:00,9.13,414,49,na,,5.626,3.776,0.167,-7.032
na,2021-Jul,Ratatouille,ZM,2021-07-02,15:41,15.7,2,R,1,2572.2,534,222,8,L,60,200,na,52,,2021-07-07,2572.2,14:00,14,51,na,70,180,y,9m on new line,2021-07-19,y,2572.2,15:21:00,15.35,522,52,na,,2.029,-0.706,0.083,-6.086
na,2021-Jul,Ratatouille,ZM,2021-07-02,15:41,15.7,2,L,10,2540.2,388,97,5,0,30,100,na,38,,2021-07-07,2540.2,14:00,14,24,na,49,116,y,19m on new line,2021-07-19,y,2540.2,15:21:00,15.35,385,25,na,,3.855,-0.177,0.083,-0.609
na,2021-Jul,Ratatouille,ZM,2021-07-02,15:41,15.7,2,R,17.5,2566.2,413,102,6,0,26,79,na,36,,2021-07-07,2566.2,14:00,14,26,na,35,85,y,8m off end before cliff,2021-07-19,y,2566.2,15:21:00,15.35,420,27,na,,1.826,0.412,0.083,-0.609
na,2021-Jul,Ratatouille,KH,2021-07-02,15:37,15.6,3,R,7.8,281.2,550,110,9,L,40,125,na,46,,2021-07-07,281.2,14:00,14,41,na,51,135,y,,2021-07-19,y,281.2,15:21:00,15.35,574,45,na,,2.230,1.413,0.332,-0.203
na,2021-Jul,Ratatouille,KH,2021-07-02,15:37,15.6,3,L,11.5,2584.2,689,121,9,L,50,153,na,54,,2021-07-07,2584.2,14:00,14,63,na,na,na,y,no punch,2021-07-19,y,2584.2,15:21:00,15.35,706,63,na,,na,1.001,0.000,na
na,2021-Jul,Ratatouille,KH,2021-07-02,15:37,15.6,3,L,13.5,1765.2,346,65,6.5,0,10,40,na,42,,2021-07-07,1765.2,14:00,14,45,na,19,49,y,,2021-07-19,y,1765.2,15:21:00,15.35,369,52,na,,1.824,1.354,0.581,0.000
na,2021-Jul,Ratatouille,KH,2021-07-02,15:37,15.6,3,R,14,1921.2,317,65,5,0,13,44,na,40,,2021-07-07,1921.2,14:00,14,41,na,19,54,y,,2021-07-19,y,1921.2,15:21:00,15.35,332,48,na,,1.216,0.883,0.581,0.811
na,2021-Jul,Ratatouille,OP,2021-07-02,15:38,15.6,1,L,1,2590.2,369,75,4.5,0,23,74,na,27,,2021-07-07,2590.2,14:00,14,26,na,41,91,y,,2021-07-19,y,2590.2,15:21:00,15.35,439,31,na,,3.649,4.120,0.415,-0.203
na,2021-Jul,Ratatouille,OP,2021-07-02,15:38,15.6,1,R,2,2580,393,80,4.5,0,25.5,63,na,34,,2021-07-07,2580,14:00,14,27,na,47,87,y,,2021-07-19,y,2580,15:21:00,15.35,412,31,na,,4.358,1.118,0.332,0.507
na,2021-Jul,Ratatouille,OP,2021-07-02,15:38,15.6,1,L,4,2581.2,408,80,4.5,0,23.5,60,na,43,,2021-07-07,2581.2,14:00,14,42,na,35,74,y,,2021-07-19,y,2581.2,15:21:00,15.35,516,47,na,,2.331,6.357,0.415,0.507
na,2021-Jul,Ratatouille,OP,2021-07-02,15:38,15.6,1,R,6.5,1891.2,522,50,5,L,23,75,na,39,,2021-07-07,1891.2,14:00,14,27,na,33,79,y,,2021-07-19,y,1891.2,15:21:00,15.35,527,31,na,,2.027,0.294,0.332,-1.216
na,2021-Jul,North,OP,2021-07-02,13:00,13,na,na,na,2072.2,291,130,8,L,47,143,na,54,,2021-07-07,2072.2,11:40,11.67,65,na,64,142,y,,2021-07-19,y,2072.2,9:35:00,9.58,303,54,na,sank,3.438,0.712,-0.923,-3.640
na,2021-Jul,North,OP,2021-07-02,13:00,13,na,na,na,2565.2,247,95,5,0,15,44,na,35,,2021-07-07,2565.2,11:40,11.67,57,na,23,53,y,,2021-07-19,y,2565.2,9:35:00,9.58,397,60,na,68.5/104,1.618,8.898,0.252,0.202
na,2021-Jul,North,OP,2021-07-02,13:00,13,na,na,na,2560,500,200,10,H,72,194,na,56,,2021-07-07,2560,11:40,11.67,38,na,109,234,y,,2021-07-19,y,2560,9:35:00,9.58,503,40,na,,7.483,0.178,0.168,0.607
na,2021-Jul,North,OP,2021-07-02,13:00,13,na,na,na,1708.2,353,75,5,0,14,43,na,35,,2021-07-07,1708.2,11:40,11.67,52,na,28,62,y,,2021-07-19,y,1708.2,9:35:00,9.58,377,41,na,,2.831,1.424,-0.923,1.011
na,2021-Jul,North,OP,2021-07-02,13:00,13,na,na,na,1937.2,552,175,9,H,33,110,na,52,,2021-07-07,1937.2,11:40,11.67,60,na,55,130,y,,2021-07-19,y,1937.2,9:35:00,9.58,578,66,na,,4.449,1.542,0.504,-0.404
na,2021-Jul,North,ZM,2021-07-02,13:00,13,na,na,na,2001.2,587,170,10,0,48,150,na,45,,2021-07-07,2001.2,11:30,11.5,20,na,70,150,y,,2021-07-19,y,2001.2,9:35:00,9.58,581,20,na,,4.456,-0.356,0.000,-4.456
na,2021-Jul,North,ZM,2021-07-02,13:00,13,na,na,na,2134.2,513,146,6,L,32,96,na,41,,2021-07-07,2134.2,11:30,11.5,32,na,45,115,y,,2021-07-19,y,2134.2,9:35:00,9.58,498,37,na,,2.633,-0.890,0.419,1.215
na,2021-Jul,North,ZM,2021-07-02,13:00,13,na,na,na,2066.2,330,99,6,L,15,58,na,43,,2021-07-07,2066.2,11:30,11.5,42,na,31,74,y,,2021-07-19,y,2066.2,9:35:00,9.58,335,45,na,,3.241,0.297,0.252,0.000
na,2021-Jul,North,KH,2021-07-02,12:44,12.7,na,na,na,2547.2,302,217,6.5,0,50,146,na,40,,2021-07-07,2547.2,11:17,11.28,73,na,97,200,y,,2021-07-19,y,2547.2,9:35:00,9.58,397,87,na,,9.513,5.631,1.174,1.417
na,2021-Jul,North,KH,2021-07-02,12:44,12.7,na,na,na,2544.2,196,95,5,0,25,77,na,32,,2021-07-07,2544.2,11:17,11.28,34,na,60,104,y,,2021-07-19,y,2544.2,9:35:00,9.58,255,34,na,,7.084,3.497,0.000,-1.619
na,2021-Jul,North,KH,2021-07-02,12:44,12.7,na,na,na,2582.2,375,201,9,L,20,67,na,55,,2021-07-07,2582.2,11:17,11.28,38,na,37,96,y,,2021-07-19,n,2582.2,9:35:00,9.58,na,na,na,,3.441,na,na,2.429
na,2021-Jul,North,KH,2021-07-02,12:44,12.7,na,na,na,2557.2,364,193,9.5,L,55,160,na,55,,2021-07-07,2557.2,11:17,11.28,66,na,87,194,y,,2021-07-19,y,2557.2,9:35:00,9.58,386,64,na,,6.477,1.304,-0.168,0.405
na,2021-Jul,North,KH,2021-07-02,12:44,12.7,na,na,na,2571.2,323,93,6,0,25,71,na,53,,2021-07-07,2571.2,11:17,11.28,54,na,35,80,y,,2021-07-19,y,2571.2,9:35:00,9.58,335,46,na,,2.024,0.711,-0.671,-0.202
na,2021-Jul,Triquetta,ZM,2021-07-03,10:39,10.7,1,R,0,224,181,106,3.5,0,10,35,na,10,,2021-07-08,224,11:00,11,16,na,16,46,y,,2021-07-18,y,224,12:35:00,12.58,264,29,na,,1.197,5.505,1.291,0.998
na,2021-Jul,Triquetta,ZM,2021-07-03,10:39,10.7,1,L,1.3,204,505,225,5.5,0,60,181,na,36,,2021-07-08,204,11:00,11,82,na,82,150,y,,2021-07-18,y,204,12:35:00,12.58,519,58,na,,4.389,0.928,-2.384,-10.574
na,2021-Jul,Triquetta,ZM,2021-07-03,10:39,10.7,1,R,3.2,214,146,82,4.5,0,31,83,na,10,,2021-07-08,214,11:00,11,20,na,na,na,y,no punch,2021-07-18,n,214,12:35:00,12.58,na,na,na,,na,na,na,na
na,2021-Jul,Triquetta,ZM,2021-07-03,10:39,10.7,1,L,13.2,209,316,105,4.5,0,16,52,na,21,,2021-07-08,209,11:00,11,37,na,29,64,y,,2021-07-18,y,209,12:35:00,12.58,344,45,na,,2.594,1.857,0.795,-0.200
na,2021-Jul,Triquetta,ZM,2021-07-03,10:39,10.7,1,R,19,211,147,121,5.5,0,22,76,na,17,,2021-07-08,211,11:00,11,33,na,44,45,y,,2021-07-18,y,211,12:35:00,12.58,276,30,na,,4.389,8.555,-0.298,-10.574
na,2021-Jul,Triquetta,DVM,2021-07-03,11:11,11.2,2,R,0.5,1750.2,124,110,4,0,26,78,na,na,,2021-07-08,1750.2,10:10,10.17,na,na,na,na,n,"gone, found tag",2021-07-18,n,1750.2,12:35:00,12.58,na,na,na,,na,na,na,na
na,2021-Jul,Triquetta,DVM,2021-07-03,11:11,11.2,2,R,2,2515.2,538,162,10.5,L,48,163,na,50,,2021-07-08,2515.2,10:10,10.17,69,na,62,176,y,,2021-07-18,y,2515.2,12:35:00,12.58,559,74,na,,2.824,1.395,0.495,-0.202
na,2021-Jul,Triquetta,DVM,2021-07-03,11:11,11.2,2,L,5,2592.2,227,130,6.5,0,21.5,59,na,20,,2021-07-08,2592.2,10:10,10.17,22,na,na,na,y,no punch,2021-07-18,y,2592.2,12:35:00,12.58,251,39,na,,na,1.594,1.683,na
na,2021-Jul,Triquetta,DVM,2021-07-03,11:11,11.2,2,R,7,1817.2,90,86,2.5,0,14.5,47,na,11,,2021-07-08,1817.2,10:10,10.17,24,na,24,51,y,,2021-07-18,y,1817.2,12:35:00,12.58,154,26,na,,1.916,4.250,0.198,-1.110
na,2021-Jul,Triquetta,DVM,2021-07-03,11:11,11.2,2,L,11.5,2563,248,155,7.5,0,16.5,46,na,14,,2021-07-08,2563,10:10,10.17,31,na,30,67,y,,2021-07-18,n,2563,12:35:00,12.58,na,na,na,,2.723,na,na,1.513
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,L,2,2585,215,135,5,0,28,83,na,23,,2021-07-08,2585,9:57,9.95,40,na,47,103,y,,2021-07-18,y,2585,12:35:00,12.58,253,40,na,,3.821,2.519,0.000,0.201
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,L,4,2117.2,270,110,4.5,0,25,72,na,28,,2021-07-08,2117.2,9:57,9.95,31,na,35,81,y,,2021-07-18,y,2117.2,12:35:00,12.58,284,36,na,,2.011,0.928,0.495,-0.201
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,L,7.5,1897.2,349,170,5,0,55,136,na,29,,2021-07-08,1897.2,9:57,9.95,63,na,66,120,y,,2021-07-18,y,1897.2,12:35:00,12.58,361,58,na,,2.212,0.796,-0.495,-5.429
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,L,19,2562,488,263,5,L,75,230,na,50,,2021-07-08,2562,9:57,9.95,92,na,95.5,240,y,,2021-07-18,y,2562,12:35:00,12.58,504,95,na,,4.122,1.061,0.297,-2.111
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,L,17,1843,214,134,4.5,0,30,96,na,15,,2021-07-08,1843,9:57,9.95,35,na,50,114,y,,2021-07-18,y,1843,12:35:00,12.58,263,36,na,,4.022,3.249,0.099,-0.402
na,2021-Jul,Triquetta,KH,2021-07-03,10:33,10.6,3,R,14.5,1820.2,435,206,8.5,0,35,113,na,50,,2021-07-08,1820.2,9:57,9.95,67,na,53.5,137,y,,2021-07-18,y,1820.2,12:35:00,12.58,459,70,na,,3.720,1.591,0.297,1.106
na,2021-Jul,Breaker,KH,2021-07-03,15:18,15.3,3,R,1,2587,233,78,5,0,25,72,na,29,,2021-07-08,2587,14:30,14.5,42,na,37,78,y,,2021-07-19,y,2587,10:52:00,10.87,257,40,na,,2.416,1.518,-0.184,-1.208
na,2021-Jul,Breaker,KH,2021-07-03,15:18,15.3,3,L,6,286.2,373,54,5,0,15,52,na,na,,2021-07-08,286.2,14:30,14.5,na,na,na,na,n,plant gone,2021-07-19,n,286.2,10:52:00,10.87,na,na,na,plant gone,na,na,na,na
na,2021-Jul,Breaker,KH,2021-07-03,15:18,15.3,3,L,7,2083.2,417,181,6,0,45,137,na,37,,2021-07-08,2083.2,14:30,14.5,49,na,58,132,y,,2021-07-19,n,2083.2,10:52:00,10.87,na,na,na,plant gone,2.617,na,na,-3.624
na,2021-Jul,Breaker,KH,2021-07-03,15:18,15.3,3,L,16,1797.2,202,60,4,0,15,56,na,na,,2021-07-08,1797.2,14:30,14.5,na,na,na,na,n,plant gone,2021-07-19,n,1797.2,10:52:00,10.87,na,na,na,plant gone,na,na,na,na
na,2021-Jul,Breaker,KH,2021-07-03,15:18,15.3,3,L,19,2551,349,75,7,L,30,63,na,54,,2021-07-08,2551,14:30,14.5,48,na,36,69,y,,2021-07-19,y,2551,10:52:00,10.87,345,44,na,,1.208,-0.253,-0.369,0.000
na,2021-Jul,Breaker,DVM,2021-07-03,15:19,15.3,2,R,1,1697.2,269,156,7,0,40,127,na,40,,2021-07-08,1697.2,14:34,14.57,44,na,59,109,y,,2021-07-19,Y,1697.2,10:52:00,10.87,309,42,na,,3.823,2.529,-0.184,-7.445
na,2021-Jul,Breaker,DVM,2021-07-03,15:19,15.3,2,R,3,1698,157,82,6,0,15,55,na,20,,2021-07-08,1698,14:34,14.57,20,na,30,70,y,,2021-07-19,N,1698,10:52:00,10.87,na,na,na,,3.018,na,na,0.000
na,2021-Jul,Breaker,DVM,2021-07-03,15:19,15.3,2,R,5,1848.2,392,336,7.5,0,35,113,na,43,,2021-07-08,1848.2,14:34,14.57,49,na,43,124,y,,2021-07-19,Y,1848.2,10:52:00,10.87,411,53,na,,1.610,1.201,0.369,0.604
na,2021-Jul,Breaker,DVM,2021-07-03,15:19,15.3,2,R,15,1714.2,263,116,6.5,0,21,68,na,32,,2021-07-08,1714.2,14:34,14.57,37,na,35,80,y,,2021-07-19,Y,1714.2,10:52:00,10.87,321,37,na,,2.817,3.667,0.000,-0.402
na,2021-Jul,Breaker,DVM,2021-07-03,15:19,15.3,2,L,19.5,1946.2,334,117,6.5,0,29,101,na,33,,2021-07-08,1946.2,14:34,14.57,33,na,39,85,y,,2021-07-19,Y,1946.2,10:52:00,10.87,371,31,na,,2.012,2.339,-0.184,-5.232
na,2021-Jul,Breaker,ZM,2021-07-03,15:18,15.3,1,L,0.5,220,183,104,5,0,18,68,na,25,,2021-07-08,220,14:19,14.32,36,na,33.5,81,y,,2021-07-19,y,220,11:00:00,11,212,39,na,,3.126,1.833,0.276,-0.504
na,2021-Jul,Breaker,ZM,2021-07-03,15:18,15.3,1,R,4.5,106,368,220,6.5,L,37,138,na,43,,2021-07-08,106,14:19,14.32,59,na,55.5,155,y,,2021-07-19,y,106,11:00:00,11,366,60,na,,3.730,-0.126,0.092,-0.302
na,2021-Jul,Breaker,ZM,2021-07-03,15:18,15.3,1,R,13,202,150,115,4,0,23,72,na,41,,2021-07-08,202,14:19,14.32,44,na,32,81,y,,2021-07-19,y,202,11:00:00,11,158,40,na,,1.815,0.506,-0.368,0.000
na,2021-Jul,Breaker,ZM,2021-07-03,15:18,15.3,1,R,17.5,207,106,82,4.5,0,19,60,na,30,,2021-07-08,207,14:19,14.32,27,na,34,87,y,,2021-07-19,y,207,11:00:00,11,116,30,na,,3.025,0.632,0.276,2.420
na,2021-Jul,Breaker,ZM,2021-07-03,15:18,15.3,1,L,17,218,197,68,4.5,0,24,75,na,na,,2021-07-08,218,14:19,14.32,na,na,na,na,n,gone,2021-07-19,n,218,11:00:00,11,na,na,na,,na,na,na,na
na,2021-Jul,Manley,DVM,2021-07-03,13:13,13.2,2,L,18,2047.2,388,282,10.5,L,68,220,na,55,,2021-07-08,2047.2,12:20,12.33,81,na,73,289,y,,2021-07-18,y,2047.2,16:00:00,16,513,83,na,,1.007,8.269,0.197,12.893
na,2021-Jul,Manley,DVM,2021-07-03,13:13,13.2,2,R,17.5,2573,105,108,5.5,0,29,98,na,19,,2021-07-08,2573,12:20,12.33,16,na,54,114,y,,2021-07-18,y,2573,16:00:00,16,125,23,na,,5.037,1.323,0.689,-1.813
na,2021-Jul,Manley,DVM,2021-07-03,13:13,13.2,2,L,13,2574,190,145,7,0,51,160,na,24,,2021-07-08,2574,12:20,12.33,21,na,80,179,y,,2021-07-18,y,2574,16:00:00,16,205,22,na,,5.842,0.992,0.098,-2.015
na,2021-Jul,Manley,KH,2021-07-03,13:15,13.3,3,L,15,276.2,145,78,5,0,15,67,na,na,,2021-07-08,276.2,12:12,12.2,na,na,na,na,n,,2021-07-18,n,276.2,15:43:00,15.72,na,na,na,,na,na,na,na
na,2021-Jul,Manley,KH,2021-07-03,13:15,13.3,3,R,4.2,2080.2,176,115,4,0,15,63,na,12,,2021-07-08,2080.2,12:12,12.2,23,na,23,72,y,,2021-07-18,y,2080.2,15:43:00,15.72,200,25,na,38.5/75,1.615,1.589,0.197,0.202
na,2021-Jul,Manley,KH,2021-07-03,13:15,13.3,3,R,4,2554.2,237,143,7,0,15,76,na,25,,2021-07-08,2554.2,12:12,12.2,32,na,32,91,y,,2021-07-18,y,2554.2,15:43:00,15.72,308,34,na,,3.431,4.702,0.197,-0.404
na,2021-Jul,Manley,KH,2021-07-03,13:15,13.3,3,L,3,2591,152,66,5.5,0,25,72,na,16,,2021-07-08,2591,12:12,12.2,15,na,36,80,y,,2021-07-18,y,2591,15:43:00,15.72,178,21,na,,2.220,1.722,0.591,-0.606
na,2021-Jul,Manley,KH,2021-07-03,13:15,13.3,3,L,3.5,2545,208,69,4,0,30,80,na,16,,2021-07-08,2545,12:12,12.2,21,na,38,95,y,,2021-07-18,y,2545,15:43:00,15.72,250,22,na,,1.615,2.781,0.099,1.413
na,2021-Jul,Manley,ZM,2021-07-03,13:16,13.3,1,R,12,219,434,221,6,0,42,140,na,40,,2021-07-08,219,12:20,12.33,54,na,52,131,y,,2021-07-18,y,219,16:00:00,16,451,64,na,,2.016,1.125,0.985,-3.831
na,2021-Jul,Manley,ZM,2021-07-03,13:16,13.3,1,L,6,222,224,78,3.5,0,14,55,na,16,,2021-07-08,222,12:20,12.33,39,na,24,63,y,,2021-07-18,y,222,16:00:00,16,256,40,na,,2.016,2.117,0.098,-0.403
na,2021-Jul,Manley,ZM,2021-07-03,13:16,13.3,1,L,18,1803.2,268,239,8.5,0,64,183,na,28,,2021-07-08,1803.2,12:20,12.33,42,na,87,135,y,,2021-07-18,y,1803.2,16:00:00,16,375,44,na,,4.637,7.080,0.197,-14.316
na,2021-Jul,Ratatouille,ZM,2021-07-06,na,na,2,R,1,na,534,18,na,0,na,na,na,50,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
